StateAbbr,PlaceName,PlaceFIPS,Population2010,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PAPTEST_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev,Geolocation
OH,Akron,3901000,199110,12.3,29.1,15.4,36.5,78.4,6.1,11.1,7.6,74.2,69.6,57.5,9.5,26,26.5,26.2,54.3,12.7,36.4,3.4,32.4,76.3,15.6,35.7,82.9,15.2,42.9,4.2,21.6,"(41.08014449420, -81.5219213688)"
CA,Bellflower,604982,76616,16.8,17.3,16.7,27.1,67.2,4.6,8.6,4.7,65.5,72,60.5,5.2,26.6,32.3,14.4,58.6,10.1,32.6,2.8,22.3,79,13,26.7,84.5,12.6,38.2,2.7,11.7,"(33.88804179230, -118.127100236)"
MI,Sterling Heights,2676460,129699,10,31.5,19.9,32.9,77.1,7.5,10.6,7.1,72,78.8,65,8.4,29.2,31.5,22.3,69.6,10.3,39.2,3,23.4,78.1,13.5,30.9,83,13.9,37.2,3.2,11.8,"(42.58098528300, -83.0303680858)"
OH,Dayton,3921000,141527,13.8,32,14.1,40.8,79.5,5.8,11.6,8,75.4,68.5,55.5,10.6,31,23.7,28,51.3,15.2,38.5,3.8,35.9,81.9,17.1,42.3,82.3,17,44.7,5,28.2,"(39.77976803900, -84.1997930517)"
RI,Providence,4459000,178042,16.3,21,15.6,28.2,73.3,4.6,12.6,5.5,79.4,69,61.6,6.8,34.6,26.9,18.8,63.3,10.3,30.9,2.8,31.6,84.2,16.4,29.6,NA,14.1,41.1,2.9,16.8,"(41.82348053300, -71.4218129335)"
CA,Alameda,600562,73812,7.3,18.7,17.4,25.8,72.6,6.1,8.3,4.6,67.8,80,71.9,4.3,36.9,35.9,11.7,71.8,8.7,31.4,2.4,16.2,79.2,9.7,18.5,81.9,9.3,33.7,2.3,7.5,"(37.76508490310, -122.266489842)"
CA,Orange,653980,136416,12.3,17,18,24.4,68.2,5.3,8.3,4.8,64.8,73.6,67.9,5,40.2,33,13.1,67.1,8.7,32.7,2.5,17.7,79.4,11.3,22.3,83,11.1,32,2.3,10.2,"(33.80464195670, -117.823185500)"
VA,Newport News,5156000,180719,15.3,24,15.6,34,75.8,5.5,9.7,5.5,74.8,75.4,65.7,6.1,36,34.3,19.7,64.5,11.3,33.6,2.8,23.4,81.3,13.2,33.6,85.1,11.7,38.1,3.2,16,"(37.10511413090, -76.5182644502)"
TX,Dallas,4819000,1197816,28.5,20.4,16.9,31.7,72.8,4.8,9.4,5.6,68.8,67,57.5,5.8,30.8,27,18.3,54.6,11.7,36.1,3,29.9,75.8,13.2,35.2,81.2,12.8,34.7,3.3,17,"(32.79398040660, -96.7656929463)"
MA,Boston,2507000,617594,9.8,17.7,22.8,25.1,72.7,4.5,11.4,4.6,74.5,71.3,64.1,5.1,27.2,28,16.4,66.6,8.4,28.7,2.5,19.9,84,13.9,22.9,85.1,10.5,35.5,2.6,16.2,"(42.31557967770, -71.0916505804)"
CT,Waterbury,980000,110366,15.5,26.7,14.4,35.1,73.6,6.3,11.5,6.7,72.2,73.6,66.1,8.6,27.2,26.7,21.4,63.9,12.2,37.2,3.5,30,82.5,15.5,33.8,NA,15.3,40.3,3.9,17.9,"(41.55824432660, -73.0361298320)"
NC,High Point,3731400,104371,19.2,25.3,15.3,35.5,76.3,6,9.2,6.6,73.7,76.4,66.4,7.3,39,35.9,21.8,55.6,11.9,37.3,3.3,25.8,80.6,14.1,36.3,85,13.2,36,3.9,19.4,"(35.98812438030, -79.9932956384)"
NJ,Jersey City,3436000,247597,15.5,17.9,15.4,28.8,73.9,4.3,8.3,4.7,76.4,74.3,52.2,5.3,25.9,23.1,16.9,65.3,9.1,30.6,2.6,32.9,76.7,11.7,27.8,80,11.7,43.6,2.6,13.6,"(40.71881308520, -74.0687740635)"
NC,Cary,3710740,135234,10.7,17.8,17.9,25.2,73.2,5.6,7.4,4.1,73.1,83.4,71.9,4,48,46.1,12.2,75.5,6.9,31.6,2.1,14.4,80.9,9.7,23.4,86.5,7.8,30.1,1.9,8.1,"(35.78149787220, -78.8152191642)"
VA,Norfolk,5157000,242803,15.6,21.2,20.2,30.3,74.3,4.7,9.6,5.1,74.7,71.3,64.9,5.8,33.4,32.6,20,62.3,9.9,30.9,2.6,22.6,83.4,13.1,32.7,84.3,11.4,41.2,3,17.3,"(36.89328630060, -76.2567157761)"
CO,Westminster,883835,106114,11.3,20.7,20.7,22.5,66.9,5.5,8.9,4.2,60.6,74.6,65.2,4.3,37.9,34.9,17.2,68.7,6.1,30.6,2.2,15.4,74.5,10.6,24,83.5,9.7,29.1,2.1,11,"(39.88385114750, -105.062645316)"
CA,San Jose,668000,945942,12,15.2,15,23.2,67.2,4.9,7.8,4.3,63.8,74.8,69,4,34.4,33.3,11.6,68,9,30.6,2.3,21.4,79.3,10.2,20.8,81.3,9.9,32.9,2.1,9.1,"(37.30039631760, -121.847228423)"
WI,Madison,5548000,233209,9.9,17,27.4,21.5,68.9,5.1,8.8,4.2,66.6,69,72,4.2,32.2,34,14.5,72.8,6.3,30.1,2.1,15.6,82,11.7,26.1,85.8,9,29.4,2,9.7,"(43.08098656940, -89.3915106344)"
AR,Fayetteville,523290,73580,10.6,17.4,18.5,24.9,68.8,4.6,9.1,4.6,64.7,64.2,59,5.6,36.4,31.4,20.5,59.5,6.6,29.9,2.1,24.6,75.2,14.8,29.8,NA,10.8,34.2,2.1,15.6,"(36.07121173120, -94.1659600436)"
GA,Warner Robins,1380508,66588,20.1,24.4,14.8,36.2,73.8,5.3,9.5,5.9,75.6,74.5,59.4,7.5,32.9,30.8,22.6,58.6,11.6,34.3,3,31,81,14.4,33.6,83.2,13.6,39.1,3.5,20.8,"(32.59851136090, -83.6530271267)"
NJ,Camden,3410000,77344,28.5,24.7,12.7,37.1,74.6,4,11.1,7.1,76.4,66.1,45.2,8.6,21.1,17.5,26,43.1,15.6,35.6,3.8,46.7,79.6,18.3,42.9,84.2,19,49.8,4.5,28.7,"(39.93619100660, -75.1072961899)"
MA,Somerville,2562535,75754,7.2,16.4,21.5,21.2,70.2,4.5,10.1,3.5,71.3,73.1,70,4,33.4,30.8,14.4,69.9,5.7,27.5,1.9,16.7,83.9,11.9,22.3,84.2,8.4,32.4,1.8,14.5,"(42.39057388580, -71.1017450879)"
CA,Chico,613014,86187,9.8,17.8,19.9,24,64.7,5.3,9.7,4.8,62.6,66.6,70.4,5.6,36.5,29.7,15.6,64.8,7.1,31,2.4,17.8,78.4,13.9,23.7,84.4,11,32.7,2.4,12,"(39.75685036680, -121.815983972)"
TX,McKinney,4845744,131117,15.9,19.2,19.8,25,70.5,5.1,8.4,4.2,68.9,75.6,65.4,4.4,37,35.8,15.2,65.7,7.7,33.7,2.1,21.2,77.3,11,29.4,82.1,9.5,33.5,2,11.3,"(33.19888869520, -96.6677029773)"
MI,Wyoming,2688940,72125,14.1,26.2,22.2,28.4,71.7,5.7,10.7,5.7,70.2,71.3,64.6,7.5,38.8,31,21.9,66.3,8.9,34.6,2.7,23.7,80,14,33.2,84.2,13.5,36,2.8,14.5,"(42.89097456610, -85.7067229249)"
CA,Richmond,660620,103701,15.7,19.6,14.2,30,70.7,5,9.5,5.3,64.9,71.7,66.6,5.5,29.8,29.8,15.5,63.1,11.6,33.9,3,24.3,80,12.9,31.6,83.1,12.8,37.2,3.2,14.6,"(37.94797103650, -122.336803759)"
IN,Hammond,1831000,80830,19.9,26.6,16.3,34.5,76.3,5.5,10.6,7.2,65.1,68,53.1,8.2,28.3,21.9,23,50.8,13.1,39.1,3.3,33.5,73.9,14.7,39.1,81.5,15.8,41.2,3.8,23.2,"(41.61714428280, -87.4909551115)"
LA,Kenner,2239475,66702,17.4,25.4,17.7,36,80.1,5.9,8.6,7,72.4,75,62,7.1,29.9,29.6,19.7,58.2,12.1,39.2,3,27.3,80.8,13.2,33.5,83.2,13.1,38.4,3.4,15.5,"(30.01069372010, -90.2550320135)"
VA,Virginia Beach,5182000,437994,11.9,24.6,20.1,29.5,74.4,5.7,8.5,4.8,73.7,78.8,72.2,5.1,43.9,42.6,17.1,74,8.8,33.8,2.3,20.6,82.2,11.4,27.7,82.6,10.1,37.5,2.3,9.9,"(36.75345933390, -76.0589579522)"
TX,San Antonio,4865000,1327407,28.9,21.2,17.4,29.4,75,4.9,8.4,5.9,68.8,70.9,58.3,5.4,30.8,29.1,15.7,55.3,12.7,37,3.2,30.2,77.9,12.5,37.8,82.4,14.1,35,3,15.2,"(29.47214753330, -98.5246763525)"
AR,Jonesboro,535710,67263,11.9,25.7,14.4,33.9,74.8,6.2,9.4,6.6,69.7,70.2,62.7,7.4,41.7,26.8,21.6,58.1,9.8,36.2,2.8,29.3,75.2,15.4,35.2,NA,13.8,32.4,3.1,18,"(35.82081215380, -90.6794991686)"
FL,Miami Beach,1245025,87779,24.1,16.9,18.3,27,76.5,5.7,6.4,5.8,74.7,77.5,56.6,5.2,27.8,24.3,13.4,66.8,9.8,34.9,3,30.5,83.4,10.4,23.8,83.3,10.9,31.2,2.7,10.8,"(25.81671016140, -80.1341952652)"
